name,id,instance_name,source_name,guild_note,prio_note,officer_note,tier,tier_label,created_at,updated_at
"Ring of the Darkmender",47223,"Trial of the Crusader N25",Jaraxxus,,,,,,,
"Ring of the Violent Temperament",47252,"Trial of the Crusader N25",Icehowl,,,,,,,
"Robes of the Shattered Fellowship",47292,"Trial of the Crusader N25",Cache,,,,,,,
"Sabatons of Ruthless Judgment",47106,"Trial of the Crusader N25",Val'kyr,,,,,,,
"Sabatons of the Courageous",47263,"Trial of the Crusader N25",Icehowl,,,,,,,
"Sabatons of Tremoring Earth",47295,"Trial of the Crusader N25",Cache,,,,,,,
"Sandals of the Mourning Widow",47293,"Trial of the Crusader N25",Cache,,,,,,,
"Satrina's Impeding Scarab",47080,"Trial of the Crusader N25",Cache,,,,,,,
"Shawl of the Refreshing Winds",46976,"Trial of the Crusader N25",Icehowl,,,,,,,
"Shroud of Displacement",47291,"Trial of the Crusader N25",Cache,,,,,,,
"Signet of the Traitor King",47149,"Trial of the Crusader N25",Anub'arak,,,,,,,
"Skyweaver Robes",47126,"Trial of the Crusader N25",Val'kyr,,,,,,,
"Skyweaver Vestments",47301,"Trial of the Crusader N25",Val'kyr,,,,,,,
"Solace of the Defeated",47041,"Trial of the Crusader N25",Jaraxxus,,,,,,,
"Solace of the Fallen",47271,"Trial of the Crusader N25",Jaraxxus,,,,,,,
"Steel Bladebreaker",46958,"Trial of the Crusader N25",Icehowl,,,,,,,
"Stormpike Cleaver",47148,"Trial of the Crusader N25",Anub'arak,,,,,,,
"Strength of the Nerub",47183,"Trial of the Crusader N25",Anub'arak,,,,,,,
"Stygian Bladebreaker",47255,"Trial of the Crusader N25",Icehowl,,,,,,,
"Suffering's End",47322,"Trial of the Crusader N25",Anub'arak,,,,,,,
"Symbol of Transgression",47053,"Trial of the Crusader N25",Jaraxxus,,,,,,,
"Talisman of Heedless Sins",47276,"Trial of the Crusader N25",Jaraxxus,,,,,,,
Talonstrike,46994,"Trial of the Crusader N25",Jaraxxus,,,,,,,
"The Executioner's Vice",47297,"Trial of the Crusader N25",Val'kyr,,,,,,,
"Treads of the Icewalker",47071,"Trial of the Crusader N25",Cache,,,,,,,
"Trophy of the Crusade",47242,"Trial of the Crusader N25",Tokens,,,,,,,
"Twin Spike",47104,"Trial of the Crusader N25",Val'kyr,,,,,,,
"Twin's Pact",47302,"Trial of the Crusader N25",Val'kyr,,,,,,,
"Vambraces of the Broken Bond",47093,"Trial of the Crusader N25",Cache,,,,,,,
"Vest of Calamitous Fate",47270,"Trial of the Crusader N25",Jaraxxus,,,,,,,
"Vestments of the Shattered Fellowship",47094,"Trial of the Crusader N25",Cache,,,,,,,
"Wail of the Val'kyr",47139,"Trial of the Crusader N25",Val'kyr,,,,,,,
"Waistguard of Deathly Dominion",47311,"Trial of the Crusader N25",Anub'arak,,,,,,,
"Wristwraps of Cloudy Omen",47280,"Trial of the Crusader N25",Jaraxxus,,,,,,,
"Acidmaw Boots",47608,"Trial of the Crusader N10",Icehowl,,,,,,,
"Acidmaw Treads",47853,"Trial of the Crusader N10",Icehowl,,,,,,,
"Aegis of the Coliseum",47910,"Trial of the Crusader N10",Anub'arak,,,,,,,
"Amulet of Binding Elements",47619,"Trial of the Crusader N10",Jaraxxus,,,,,,,
Anguish,47911,"Trial of the Crusader N10",Anub'arak,,,,,,,
"Ardent Guard",47899,"Trial of the Crusader N10",Anub'arak,,,,,,,
"Argent Resolve",47809,"Trial of the Crusader N10",Anub'arak,,,,,,,
"Armbands of the Northern Stalker",47610,"Trial of the Crusader N10",Icehowl,,,,,,,
"Armguards of the Nether Lord",47680,"Trial of the Crusader N10",Jaraxxus,,,,,,,
"Armor of Shifting Shadows",47739,"Trial of the Crusader N10",Val'kyr,,,,,,,
"Armplates of the Nether Lord",47869,"Trial of the Crusader N10",Jaraxxus,,,,,,,
"Baelgun's Heavy Crossbow",47741,"Trial of the Crusader N10",Anub'arak,,,,,,,
"Band of the Twin Val'kyr",47888,"Trial of the Crusader N10",Val'kyr,,,,,,,
"Belt of the Bloodhoof Emissary",47863,"Trial of the Crusader N10",Jaraxxus,,,,,,,
"Belt of the Eternal",47909,"Trial of the Crusader N10",Anub'arak,,,,,,,
"Belt of the Frozen Reach",47615,"Trial of the Crusader N10",Icehowl,,,,,,,
"Belt of the Impaler",47859,"Trial of the Crusader N10",Icehowl,,,,,,,
"Belt of the Nether Champion",47870,"Trial of the Crusader N10",Jaraxxus,,,,,,,
"Belt of the Winter Solstice",47669,"Trial of the Crusader N10",Jaraxxus,,,,,,,
"Binding Light",47728,"Trial of the Crusader N10",Cache,,,,,,,
"Binding Stone",47880,"Trial of the Crusader N10",Cache,,,,,,,
"Blackhorn Bludgeon",47905,"Trial of the Crusader N10",Anub'arak,,,,,,,
"Blade of the Silver Disciple",47724,"Trial of the Crusader N10",Cache,,,,,,,
"Boots of the Grieving Soul",49231,"Trial of the Crusader N10",Val'kyr,,,,,,,
"Boots of Tortured Space",49235,"Trial of the Crusader N10",Jaraxxus,,,,,,,
"Bracers of the Northern Stalker",47850,"Trial of the Crusader N10",Icehowl,,,,,,,
"Bulwark of the Royal Guard",47835,"Trial of the Crusader N10",Anub'arak,,,,,,,
"Carnivorous Band",47578,"Trial of the Crusader N10",Icehowl,,,,,,,
"Chalice of Benedictus",47742,"Trial of the Crusader N10",Val'kyr,,,,,,,
"Chestguard of the Warden",47811,"Trial of the Crusader N10",Anub'arak,,,,,,,
"Cinch of the Undying",47837,"Trial of the Crusader N10",Anub'arak,,,,,,,
"Cold Convergence",47815,"Trial of the Crusader N10",Anub'arak,,,,,,,
"Collar of Ceaseless Torment",47607,"Trial of the Crusader N10",Icehowl,,,,,,,
"Collar of Unending Torment",47849,"Trial of the Crusader N10",Icehowl,,,,,,,
"Crusader's Glory",47810,"Trial of the Crusader N10",Anub'arak,,,,,,,
"Darkbane Amulet",47890,"Trial of the Crusader N10",Val'kyr,,,,,,,
"Darkbane Pendant",47747,"Trial of the Crusader N10",Val'kyr,,,,,,,
"Darkmaw Crossbow",47907,"Trial of the Crusader N10",Anub'arak,,,,,,,
"Darkspear Ritual Binding",47866,"Trial of the Crusader N10",Jaraxxus,,,,,,,
"Dirk of the Night Watch",47676,"Trial of the Crusader N10",Jaraxxus,,,,,,,
"Dreadscale Armguards",47611,"Trial of the Crusader N10",Icehowl,,,,,,,
"Dreadscale Bracers",47852,"Trial of the Crusader N10",Icehowl,,,,,,,
"Edge of Agony",47884,"Trial of the Crusader N10",Val'kyr,,,,,,,
"Eitrigg's Oath",47882,"Trial of the Crusader N10",Cache,,,,,,,
"Endurance of the Infernal",47679,"Trial of the Crusader N10",Jaraxxus,,,,,,,
Enlightenment,47743,"Trial of the Crusader N10",Val'kyr,,,,,,,
"Faceplate of the Silver Champion",47717,"Trial of the Crusader N10",Cache,,,,,,,
"Felspark Bindings",47663,"Trial of the Crusader N10",Jaraxxus,,,,,,,
"Felspark Bracers",47861,"Trial of the Crusader N10",Jaraxxus,,,,,,,
"Fervor of the Frostborn",47727,"Trial of the Crusader N10",Cache,,,,,,,
"Fetish of Volatile Power",47879,"Trial of the Crusader N10",Cache,,,,,,,
"Firestorm Band",47862,"Trial of the Crusader N10",Jaraxxus,,,,,,,
"Firestorm Ring",47618,"Trial of the Crusader N10",Jaraxxus,,,,,,,
"Fordragon Blades",47834,"Trial of the Crusader N10",Anub'arak,,,,,,,
"Forsaken Bonecarver",47903,"Trial of the Crusader N10",Anub'arak,,,,,,,
"Fortitude of the Infernal",47872,"Trial of the Crusader N10",Jaraxxus,,,,,,,
"Frostblade Hatchet",47898,"Trial of the Crusader N10",Anub'arak,,,,,,,
"Gauntlets of Mounting Anger",47851,"Trial of the Crusader N10",Icehowl,,,,,,,
"Gauntlets of Rising Anger",47609,"Trial of the Crusader N10",Icehowl,,,,,,,
"Girdle of the Farseer",47621,"Trial of the Crusader N10",Jaraxxus,,,,,,,
"Girdle of the Frozen Reach",47858,"Trial of the Crusader N10",Icehowl,,,,,,,
"Girdle of the Impaler",47614,"Trial of the Crusader N10",Icehowl,,,,,,,
"Girdle of the Nether Champion",47711,"Trial of the Crusader N10",Jaraxxus,,,,,,,
"Gloves of Looming Shadow",47745,"Trial of the Crusader N10",Val'kyr,,,,,,,
"Gloves of the Azure Prophet",47744,"Trial of the Crusader N10",Val'kyr,,,,,,,
"Gloves of the Silver Assassin",47719,"Trial of the Crusader N10",Cache,,,,,,,
"Gormok's Band",47854,"Trial of the Crusader N10",Icehowl,,,,,,,
"Greaves of the Lingering Vortex",47885,"Trial of the Crusader N10",Val'kyr,,,,,,,
"Helm of the Crypt Lord",47897,"Trial of the Crusader N10",Anub'arak,,,,,,,
"Helm of the High Mesa",47891,"Trial of the Crusader N10",Val'kyr,,,,,,,
"Helm of the Silver Ranger",47718,"Trial of the Crusader N10",Cache,,,,,,,
"Helm of the Snowy Grotto",47746,"Trial of the Crusader N10",Val'kyr,,,,,,,
"Helmet of the Crypt Lord",47813,"Trial of the Crusader N10",Anub'arak,,,,,,,
"Icefall Blade",47736,"Trial of the Crusader N10",Val'kyr,,,,,,,
"Icehowl Binding",47855,"Trial of the Crusader N10",Icehowl,,,,,,,
"Icehowl Cinch",47617,"Trial of the Crusader N10",Icehowl,,,,,,,
Illumination,47892,"Trial of the Crusader N10",Val'kyr,,,,,,,
"Leggings of the Demonic Messenger",47620,"Trial of the Crusader N10",Jaraxxus,,,,,,,
"Legplates of Redeemed Blood",47902,"Trial of the Crusader N10",Anub'arak,,,,,,,
"Legplates of the Immortal Spider",47836,"Trial of the Crusader N10",Anub'arak,,,,,,,
"Legplates of the Silver Hand",47830,"Trial of the Crusader N10",Anub'arak,,,,,,,
"Legwraps of the Demonic Messenger",47865,"Trial of the Crusader N10",Jaraxxus,,,,,,,
"Lightbane Focus",47913,"Trial of the Crusader N10",Val'kyr,,,,,,,
"Looming Shadow Wraps",47889,"Trial of the Crusader N10",Val'kyr,,,,,,,
"Loop of the Twin Val'kyr",47700,"Trial of the Crusader N10",Val'kyr,,,,,,,
"Mace of the Earthborn Chieftain",47894,"Trial of the Crusader N10",Anub'arak,,,,,,,
"Nemesis Blade",47886,"Trial of the Crusader N10",Val'kyr,,,,,,,
"Orcish Deathblade",47871,"Trial of the Crusader N10",Jaraxxus,,,,,,,
"Pauldrons of the Glacial Wilds",47857,"Trial of the Crusader N10",Icehowl,,,,,,,
"Pauldrons of the Shadow Hunter",47901,"Trial of the Crusader N10",Anub'arak,,,,,,,
"Pauldrons of the Silver Defender",47720,"Trial of the Crusader N10",Cache,,,,,,,
"Pauldrons of the Spirit Walker",47860,"Trial of the Crusader N10",Icehowl,,,,,,,
"Pauldrons of the Timeless Hunter",47829,"Trial of the Crusader N10",Anub'arak,,,,,,,
"Pendant of Binding Elements",47864,"Trial of the Crusader N10",Jaraxxus,,,,,,,
Perdition,47900,"Trial of the Crusader N10",Anub'arak,,,,,,,
"Planestalker Band",47868,"Trial of the Crusader N10",Jaraxxus,,,,,,,
"Planestalker Signet",47703,"Trial of the Crusader N10",Jaraxxus,,,,,,,
"Pride of the Kor'kron",47895,"Trial of the Crusader N10",Anub'arak,,,,,,,
Reckoning,47737,"Trial of the Crusader N10",Val'kyr,,,,,,,
"Robes of the Sleepless",47906,"Trial of the Crusader N10",Anub'arak,,,,,,,
"Rod of Imprisoned Souls",47612,"Trial of the Crusader N10",Icehowl,,,,,,,
"Sabatons of the Lingering Vortex",47738,"Trial of the Crusader N10",Val'kyr,,,,,,,
"Sabatons of Tortured Space",49236,"Trial of the Crusader N10",Jaraxxus,,,,,,,
"Sandals of the Grieving Soul",49232,"Trial of the Crusader N10",Val'kyr,,,,,,,
"Sandals of the Silver Magus",47721,"Trial of the Crusader N10",Cache,,,,,,,
"Scepter of Imprisoned Souls",47856,"Trial of the Crusader N10",Icehowl,,,,,,,
"Sen'jin Ritualist Gloves",47893,"Trial of the Crusader N10",Val'kyr,,,,,,,
"Sentinel Scouting Greaves",47683,"Trial of the Crusader N10",Jaraxxus,,,,,,,
"Shoulderguards of the Spirit Walker",47616,"Trial of the Crusader N10",Icehowl,,,,,,,
"Shoulderpads of the Glacial Wilds",47613,"Trial of the Crusader N10",Icehowl,,,,,,,
"Shoulderpads of the Snow Bandit",47904,"Trial of the Crusader N10",Anub'arak,,,,,,,
"Spaulders of the Snow Bandit",47832,"Trial of the Crusader N10",Anub'arak,,,,,,,
"Stoneskin Chestplate",47896,"Trial of the Crusader N10",Anub'arak,,,,,,,
"Sunreaver Assassin's Gloves",47878,"Trial of the Crusader N10",Cache,,,,,,,
"Sunreaver Champion's Faceplate",47876,"Trial of the Crusader N10",Cache,,,,,,,
"Sunreaver Defender's Pauldrons",47877,"Trial of the Crusader N10",Cache,,,,,,,
"Sunreaver Disciple's Blade",47874,"Trial of the Crusader N10",Cache,,,,,,,
"Sunreaver Magus' Sandals",47873,"Trial of the Crusader N10",Cache,,,,,,,
"Sunreaver Ranger's Helm",47875,"Trial of the Crusader N10",Cache,,,,,,,
"Sunwalker Legguards",47908,"Trial of the Crusader N10",Anub'arak,,,,,,,
"Talisman of Volatile Power",47726,"Trial of the Crusader N10",Cache,,,,,,,
"The Diplomat",47740,"Trial of the Crusader N10",Val'kyr,,,,,,,
"The Grinder",47816,"Trial of the Crusader N10",Anub'arak,,,,,,,
"The Lion's Maw",47808,"Trial of the Crusader N10",Anub'arak,,,,,,,
"Vengeance of the Forsaken",47881,"Trial of the Crusader N10",Cache,,,,,,,
"Vest of Shifting Shadows",47887,"Trial of the Crusader N10",Val'kyr,,,,,,,
"Vestments of the Sleepless",47838,"Trial of the Crusader N10",Anub'arak,,,,,,,
"Victor's Call",47725,"Trial of the Crusader N10",Cache,,,,,,,
"Vigilant Ward",47812,"Trial of the Crusader N10",Anub'arak,,,,,,,
"Warsong Poacher's Greaves",47867,"Trial of the Crusader N10",Jaraxxus,,,,,,,
"Westfall Saber",47814,"Trial of the Crusader N10",Anub'arak,,,,,,,
"Widebarrel Flintlock",47883,"Trial of the Crusader N10",Val'kyr,,,,,,,
"Amice of the Stoic Watch",45440,"Ulduar N25",Auriaya,,,,,,,
"Ancient Iron Heaume",45226,"Ulduar N25",Assembly,,,,,,,
"Armbands of Bedlam",45663,"Ulduar N25",Mimiron,,,,,,,
"Asimov's Drape",45493,"Ulduar N25",Mimiron,,,,,,,
"Belt of Clinging Hope",45505,"Ulduar N25",Vezax,,,,,,,
"Belt of Colossal Rage",45241,"Ulduar N25",Assembly,,,,,,,
"Belt of the Betrayed",45467,"Ulduar N25",Thorim,,,,,,,
"Belt of the Darkspeaker",45508,"Ulduar N25",Vezax,,,,,,,
"Belt of the Fallen Wyrm",45151,"Ulduar N25",Razorscale,,,,,,,
"Belt of the Sleeper",45548,"Ulduar N25",Trash,,,,,,,
"Bindings of Winter Gale",45460,"Ulduar N25",Hodir,,,,,,,
"Bladebearer's Signet",45540,"Ulduar N25",Trash,,,,,,,
Bladetwister,45484,"Ulduar N25",Freya,,,,,,,
"Blood of the Old God",45522,"Ulduar N25",Yogg-Saron,,,,,,,
"Boots of Fiery Resolution",45135,"Ulduar N25",Leviathan,,,,,,,
"Boots of Hasty Revival",45260,"Ulduar N25",XT-002,,,,,,,
"Boots of the Forgotten Depths",45513,"Ulduar N25",Vezax,,,,,,,
"Boots of the Servant",45483,"Ulduar N25",Freya,,,,,,,
"Boots of the Underdweller",45501,"Ulduar N25",Vezax,,,,,,,
"Boundless Gaze",45610,"Ulduar N25",Algalon,,,,,,,
"Bracers of the Broodmother",45149,"Ulduar N25",Razorscale,,,,,,,
"Bracers of Unleashed Magic",45275,"Ulduar N25",Kologarn,,,,,,,
"Brass-lined Boots",45249,"Ulduar N25",XT-002,,,,,,,
"Breastplate of the Devoted",45445,"Ulduar N25",XT-002,,,,,,,
"Breastplate of the Wayward Conqueror",45632,"Ulduar N25",Hodir,,,,,,,
"Breastplate of the Wayward Protector",45633,"Ulduar N25",Hodir,,,,,,,
"Breastplate of the Wayward Vanquisher",45634,"Ulduar N25",Hodir,,,,,,,
"Bronze Pendant of the Vanir",45485,"Ulduar N25",Freya,,,,,,,
"Bulwark of Algalon",45587,"Ulduar N25",Algalon,,,,,,,
"Charm of Meticulous Timing",45443,"Ulduar N25",XT-002,,,,,,,
"Charred Saronite Greaves",45166,"Ulduar N25",Ignis,,,,,,,
"Chestguard of Insidious Intent",45524,"Ulduar N25",Yogg-Saron,,,,,,,
"Chestguard of the Fallen God",45531,"Ulduar N25",Yogg-Saron,,,,,,,
"Cindershard Ring",45157,"Ulduar N25",Ignis,,,,,,,
"Cloak of the Makers",45319,"Ulduar N25",Auriaya,,,,,,,
"Clockwork Legplates",45248,"Ulduar N25",XT-002,,,,,,,
"Collar of the Wyrmhunter",45150,"Ulduar N25",Razorscale,,,,,,,
"Comet's Trail",45609,"Ulduar N25",Algalon,,,,,,,
"Conductive Seal",45495,"Ulduar N25",Mimiron,,,,,,,
Constellus,45612,"Ulduar N25",Algalon,,,,,,,
"Constructor's Handwraps",45117,"Ulduar N25",Leviathan,,,,,,,
Cosmos,45617,"Ulduar N25",Algalon,,,,,,,
"Cowl of Dark Whispers",45532,"Ulduar N25",Yogg-Saron,,,,,,,
"Cowl of the Absolute",45435,"Ulduar N25",Auriaya,,,,,,,
"Crazed Construct Ring",45250,"Ulduar N25",XT-002,,,,,,,
"Crown of Luminescence",45497,"Ulduar N25",Mimiron,,,,,,,
"Crown of the Wayward Conqueror",45638,"Ulduar N25",Thorim,,,,,,,
"Crown of the Wayward Protector",45639,"Ulduar N25",Thorim,,,,,,,
"Crown of the Wayward Vanquisher",45640,"Ulduar N25",Thorim,,,,,,,
"Dark Edge of Depravity",45533,"Ulduar N25",Yogg-Saron,,,,,,,
"Darkcore Leggings",45504,"Ulduar N25",Vezax,,,,,,,
"Daschal's Bite",45605,"Ulduar N25",Trash,,,,,,,
"Decimator's Armguards",45264,"Ulduar N25",Kologarn,,,,,,,
"Delirium's Touch",45494,"Ulduar N25",Mimiron,,,,,,,
"Dragonslayer's Brace",45139,"Ulduar N25",Razorscale,,,,,,,
"Drape of Icy Intent",45461,"Ulduar N25",Hodir,,,,,,,
"Drape of Mortal Downfall",45242,"Ulduar N25",Assembly,,,,,,,
"Drape of the Drakerider",45138,"Ulduar N25",Razorscale,,,,,,,
"Drape of the Lithe",45224,"Ulduar N25",Assembly,,,,,,,
"Drape of the Sullen Goddess",45486,"Ulduar N25",Freya,,,,,,,
Dreambinder,45613,"Ulduar N25",Algalon,,,,,,,
Dreambinder,45613,"Ulduar N25",Freya,,,,,,,
Earthshaper,45521,"Ulduar N25",Yogg-Saron,,,,,,,
"Embrace of the Gladiator",45473,"Ulduar N25",Thorim,,,,,,,
"Embrace of the Leviathan",45119,"Ulduar N25",Leviathan,,,,,,,
"Fang of Oblivion",45607,"Ulduar N25",Assembly,,,,,,,
"Fang of Oblivion",45607,"Ulduar N25",Algalon,,,,,,,
"Fate's Clutch",45471,"Ulduar N25",Thorim,,,,,,,
"Flamestalker Boots",45162,"Ulduar N25",Ignis,,,,,,,
"Flamewrought Cinch",45185,"Ulduar N25",Ignis,,,,,,,
"Flare of the Heavens",45518,"Ulduar N25",Vezax,,,,,,,
"Formula: Enchant Weapon - Blade Ward",46027,"Ulduar N25",Recipes,,,,,,,
"Formula: Enchant Weapon - Blood Draining",46348,"Ulduar N25",Recipes,,,,,,,
"Fragment of Val'anyr",45038,"Ulduar N25",Tokens,,,,,,,
"Freya's Choker of Warding",45116,"Ulduar N25",Leviathan,,,,,,,
"Frigid Strength of Hodir",45459,"Ulduar N25",Hodir,,,,,,,
"Frost-bound Chain Bracers",45454,"Ulduar N25",Hodir,,,,,,,
"Frostplate Greaves",45452,"Ulduar N25",Hodir,,,,,,,
"Frozen Loop",45451,"Ulduar N25",Hodir,,,,,,,
"Garona's Guise",45523,"Ulduar N25",Yogg-Saron,,,,,,,
"Gauntlets of Ruthless Reprisal",45481,"Ulduar N25",Freya,,,,,,,
"Gauntlets of the Wayward Conqueror",45641,"Ulduar N25",Mimiron,,,,,,,
"Gauntlets of the Wayward Protector",45642,"Ulduar N25",Mimiron,,,,,,,
"Gauntlets of the Wayward Vanquisher",45643,"Ulduar N25",Mimiron,,,,,,,
"Giant's Bane",45261,"Ulduar N25",Kologarn,,,,,,,
"Girdle of Embers",45161,"Ulduar N25",Ignis,,,,,,,
"Gloves of the Fiery Behemoth",45109,"Ulduar N25",Leviathan,,,,,,,
"Gloves of the Frozen Glade",45462,"Ulduar N25",Hodir,,,,,,,
"Gloves of the Pythonic Guardian",45268,"Ulduar N25",Kologarn,,,,,,,
"Gloves of the Steady Hand",45444,"Ulduar N25",XT-002,,,,,,,
"Gloves of the Stonereaper",45325,"Ulduar N25",Auriaya,,,,,,,
"Glowing Ring of Reclamation",45113,"Ulduar N25",Leviathan,,,,,,,
"Godbane Signet",45525,"Ulduar N25",Yogg-Saron,,,,,,,
"Golden Saronite Dragon",45132,"Ulduar N25",Leviathan,,,,,,,
"Golem-Shard Sticker",45246,"Ulduar N25",XT-002,,,,,,,
"Grasps of Reason",45446,"Ulduar N25",XT-002,,,,,,,
"Greaves of Swift Vengeance",45244,"Ulduar N25",Assembly,,,,,,,
"Greaves of the Rockmender",45434,"Ulduar N25",Auriaya,,,,,,,
"Greaves of the Stonewarder",45542,"Ulduar N25",Trash,,,,,,,
"Grips of Chaos",45549,"Ulduar N25",Trash,,,,,,,
"Grips of the Unbroken",45512,"Ulduar N25",Vezax,,,,,,,
"Guiding Star",45147,"Ulduar N25",Razorscale,,,,,,,
"Handguards of Revitalization",45487,"Ulduar N25",Freya,,,,,,,
"Handguards of the Enclave",45228,"Ulduar N25",Assembly,,,,,,,
"Handwraps of Plentiful Recovery",45273,"Ulduar N25",Kologarn,,,,,,,
"Handwraps of the Vigilant",45520,"Ulduar N25",Vezax,,,,,,,
"Heart of Iron",45158,"Ulduar N25",Ignis,,,,,,,
"Helm of the Faceless",45502,"Ulduar N25",Vezax,,,,,,,
"Helm of the Furnace Master",45164,"Ulduar N25",Ignis,,,,,,,
"Horologist's Wristguards",45252,"Ulduar N25",XT-002,,,,,,,
"Idol of the Corruptor",45509,"Ulduar N25",Vezax,,,,,,,
"Idol of the Crying Wind",45270,"Ulduar N25",Kologarn,,,,,,,
"Insanity's Grip",45489,"Ulduar N25",Mimiron,,,,,,,
"Insurmountable Fervor",45193,"Ulduar N25",Assembly,,,,,,,
Intensity,45171,"Ulduar N25",Ignis,,,,,,,
"Iron Riveted War Helm",45107,"Ulduar N25",Leviathan,,,,,,,
"Iron-studded Mantle",45227,"Ulduar N25",Assembly,,,,,,,
Ironmender,45271,"Ulduar N25",Kologarn,,,,,,,
"Leggings of Lost Love",45468,"Ulduar N25",Thorim,,,,,,,
"Leggings of the Enslaved Idol",45488,"Ulduar N25",Freya,,,,,,,
"Leggings of the Lifetender",45482,"Ulduar N25",Freya,,,,,,,
"Leggings of the Stoneweaver",45274,"Ulduar N25",Kologarn,,,,,,,
"Leggings of the Tortured Earth",45544,"Ulduar N25",Trash,,,,,,,
"Legguards of Cunning Deception",45536,"Ulduar N25",Yogg-Saron,,,,,,,
"Legplates of the Endless Void",45594,"Ulduar N25",Algalon,,,,,,,
"Legplates of the Wayward Conqueror",45653,"Ulduar N25",Freya,,,,,,,
"Legplates of the Wayward Protector",45654,"Ulduar N25",Freya,,,,,,,
"Legplates of the Wayward Vanquisher",45655,"Ulduar N25",Freya,,,,,,,
"Leviathan Fueling Manual",45115,"Ulduar N25",Leviathan,,,,,,,
"Libram of Discord",45510,"Ulduar N25",Razorscale,,,,,,,
"Libram of the Resolute",45436,"Ulduar N25",Auriaya,,,,,,,
"Libram of the Sacred Shield",45145,"Ulduar N25",Vezax,,,,,,,
"Lifeforge Breastplate",45167,"Ulduar N25",Ignis,,,,,,,
"Living Flame",45148,"Ulduar N25",Razorscale,,,,,,,
"Lotrafen, Spear of the Damned",45498,"Ulduar N25",Vezax,,,,,,,
Malice,45266,"Ulduar N25",Kologarn,,,,,,,
"Malleable Steelweave Mantle",45492,"Ulduar N25",Mimiron,,,,,,,
"Mantle of the Unknowing",45514,"Ulduar N25",Vezax,,,,,,,
"Mantle of the Wayward Conqueror",45656,"Ulduar N25",Yogg-Saron,,,,,,,
"Mantle of the Wayward Protector",45657,"Ulduar N25",Yogg-Saron,,,,,,,
"Mantle of the Wayward Vanquisher",45658,"Ulduar N25",Yogg-Saron,,,,,,,
"Mantle of Wavering Calm",45253,"Ulduar N25",XT-002,,,,,,,
"Mechanist's Bindings",45108,"Ulduar N25",Leviathan,,,,,,,
"Metallic Loop of the Sufferer",45503,"Ulduar N25",Vezax,,,,,,,
"Mimiron's Head",45693,"Ulduar N25",Yogg-Saron,,,,,,,
"Mimiron's Inferno Couplings",45111,"Ulduar N25",Leviathan,,,,,,,
"Necklace of Unerring Mettle",45262,"Ulduar N25",Kologarn,,,,,,,
"Northern Barrier",45450,"Ulduar N25",Hodir,,,,,,,
"Nymph Heart Charm",45480,"Ulduar N25",Freya,,,,,,,
"Overload Legwraps",45238,"Ulduar N25",Assembly,,,,,,,
"Pandora's Plea",45490,"Ulduar N25",Mimiron,,,,,,,
"Pattern: Belt of Arctic Life",45100,"Ulduar N25",Recipes,,,,,,,
"Pattern: Belt of Dragons",45094,"Ulduar N25",Recipes,,,,,,,
"Pattern: Blue Belt of Chaos",45096,"Ulduar N25",Recipes,,,,,,,
"Pattern: Boots of Living Scale",45095,"Ulduar N25",Recipes,,,,,,,
"Pattern: Boots of Wintry Endurance",45101,"Ulduar N25",Recipes,,,,,,,
"Pattern: Cord of the White Dawn",45104,"Ulduar N25",Recipes,,,,,,,
"Pattern: Death-warmed Belt",45098,"Ulduar N25",Recipes,,,,,,,
"Pattern: Footpads of Silence",45099,"Ulduar N25",Recipes,,,,,,,
"Pattern: Lightning Grounded Boots",45097,"Ulduar N25",Recipes,,,,,,,
"Pattern: Sash of Ancient Power",45102,"Ulduar N25",Recipes,,,,,,,
"Pattern: Savior's Slippers",45105,"Ulduar N25",Recipes,,,,,,,
"Pattern: Spellslinger's Slippers",45103,"Ulduar N25",Recipes,,,,,,,
"Pauldrons of the Combatant",45474,"Ulduar N25",Thorim,,,,,,,
"Pendant of Fiery Havoc",45133,"Ulduar N25",Leviathan,,,,,,,
"Pendant of Focused Energies",45539,"Ulduar N25",Trash,,,,,,,
"Pendulum of Infinity",45517,"Ulduar N25",Vezax,,,,,,,
"Phaelia's Vestments of the Sprouting Seed",45237,"Ulduar N25",Assembly,,,,,,,
"Pharos Gloves",45665,"Ulduar N25",Algalon,,,,,,,
"Planewalker Treads",45615,"Ulduar N25",Algalon,,,,,,,
"Plans: Battlelord's Plate Boots",45089,"Ulduar N25",Recipes,,,,,,,
"Plans: Belt of the Titans",45088,"Ulduar N25",Recipes,,,,,,,
"Plans: Indestructible Plate Girdle",45092,"Ulduar N25",Recipes,,,,,,,
"Plans: Plate Girdle of Righteousness",45090,"Ulduar N25",Recipes,,,,,,,
"Plans: Spiked Deathdealers",45093,"Ulduar N25",Recipes,,,,,,,
"Plans: Treads of Destiny",45091,"Ulduar N25",Recipes,,,,,,,
"Plated Leggings of Ruination",45134,"Ulduar N25",Leviathan,,,,,,,
"Platinum Band of the Aesir",45326,"Ulduar N25",Auriaya,,,,,,,
"Proto-hide Leggings",45141,"Ulduar N25",Razorscale,,,,,,,
"Pyrelight Circle",45168,"Ulduar N25",Ignis,,,,,,,
"Quartz Crystal Wand",45257,"Ulduar N25",XT-002,,,,,,,
"Quartz-studded Harness",45259,"Ulduar N25",XT-002,,,,,,,
"Radiant Seal",45235,"Ulduar N25",Assembly,,,,,,,
"Raiments of the Iron Council",45240,"Ulduar N25",Assembly,,,,,,,
