name,id,instance_name,source_name,guild_note,prio_note,tier,tier_label,created_at,updated_at
"Rot-Resistant Breastplate",50027,"Icecrown Citadel N25",Rotface,,,,,,
"Rotface's Acidic Blood",50231,"Icecrown Citadel N25",Rotface,,,,,,
"Rowan's Rifle of Silver Bullets",50444,"Icecrown Citadel N25",Trash,,,,,,
"Royal Crimson Cloak",50074,"Icecrown Citadel N25",Council,,,,,,
"Royal Scepter of Terenas II",50428,"Icecrown Citadel N25","Lich King",,,,,,
"Rusted Bonespike Pauldrons",49980,"Icecrown Citadel N25",Marrowgar,,,,,,
"San'layn Ritualist Gloves",50176,"Icecrown Citadel N25",Council,,,,,,
"Sanguine Silk Robes",50172,"Icecrown Citadel N25",Council,,,,,,
"Scourge Hunter's Vambraces",50000,"Icecrown Citadel N25",Gunship,,,,,,
"Scourge Reaver's Legplates",50192,"Icecrown Citadel N25",Valithria,,,,,,
"Scourgeborne Waraxe",50411,"Icecrown Citadel N25",Gunship,,,,,,
"Seal of Many Mouths",50025,"Icecrown Citadel N25",Rotface,,,,,,
"Sealed Chest",51315,"Icecrown Citadel N25","Lich King",,,,,,
"Shadow Silk Spindle",50173,"Icecrown Citadel N25",Council,,,,,,
"Shadowfrost Shard",50274,"Icecrown Citadel N25",Tokens,,,,,,
"Shadowvault Slayer's Cloak",49998,"Icecrown Citadel N25",Gunship,,,,,,
"Shoulders of Frost-Tipped Thorns",50171,"Icecrown Citadel N25",Council,,,,,,
"Shoulders of Mercy Killing",49991,"Icecrown Citadel N25",Deathwhisper,,,,,,
"Sindragosa's Cruel Claw",50421,"Icecrown Citadel N25",Sindragosa,,,,,,
"Sindragosa's Flawless Fang",50361,"Icecrown Citadel N25",Sindragosa,,,,,,
"Skeleton Lord's Circle",49999,"Icecrown Citadel N25",Gunship,,,,,,
"Snowserpent Mail Helm",49952,"Icecrown Citadel N25",Marrowgar,,,,,,
"Snowstorm Helm",50202,"Icecrown Citadel N25",Valithria,,,,,,
"Stiffened Corpse Shoulderpads",50449,"Icecrown Citadel N25",Trash,,,,,,
"Sundial of Eternal Dusk",50423,"Icecrown Citadel N25",Sindragosa,,,,,,
"Taldaram's Plated Fists",50075,"Icecrown Citadel N25",Council,,,,,,
"The Lady's Brittle Bracers",49994,"Icecrown Citadel N25",Deathwhisper,,,,,,
"Tiny Abomination in a Jar",50351,"Icecrown Citadel N25",Putricide,,,,,,
"Toskk's Maximized Wristguards",50333,"Icecrown Citadel N25",Saurfang,,,,,,
Trauma,50028,"Icecrown Citadel N25",Rotface,,,,,,
"Treads of the Wasteland",50071,"Icecrown Citadel N25",Council,,,,,,
"Unclean Surgical Gloves",50064,"Icecrown Citadel N25",Festergut,,,,,,
"Valanar's Other Signet Ring",50170,"Icecrown Citadel N25",Council,,,,,,
"Vanquisher's Mark of Sanctification",52025,"Icecrown Citadel N25",Saurfang,,,,,,
"Vanquisher's Mark of Sanctification",52025,"Icecrown Citadel N25",Putricide,,,,,,
"Vanquisher's Mark of Sanctification",52025,"Icecrown Citadel N25",Lana'thel,,,,,,
"Vanquisher's Mark of Sanctification",52025,"Icecrown Citadel N25",Sindragosa,,,,,,
"Vanquisher's Mark of Sanctification",52025,"Icecrown Citadel N25","Lich King",,,,,,
"Waistband of Righteous Fury",50010,"Icecrown Citadel N25",Gunship,,,,,,
"Winding Sheet",50019,"Icecrown Citadel N25",Rotface,,,,,,
"Wodin's Lucky Necklace",50452,"Icecrown Citadel N25",Trash,,,,,,
"Zod's Repeating Longbow",50034,"Icecrown Citadel N25",Deathwhisper,,,,,,
"Archon Glaive",47239,"Trial of the Crusader H25",Anub'arak,,,,,,
"Band of Callous Aggression",47443,"Trial of the Crusader H25",Cache,,,,,,
"Band of Deplorable Violence",47237,"Trial of the Crusader H25",Anub'arak,,,,,,
"Band of the Traitor King",47476,"Trial of the Crusader H25",Anub'arak,,,,,,
"Band of the Violent Temperment",46966,"Trial of the Crusader H25",Icehowl,,,,,,
"Barb of Tarasque",47422,"Trial of the Crusader H25",Icehowl,,,,,,
"Bastion of Purity",47085,"Trial of the Crusader H25",Cache,,,,,,
"Bastion of Resolve",47448,"Trial of the Crusader H25",Cache,,,,,,
"Belt of Biting Cold",47447,"Trial of the Crusader H25",Cache,,,,,,
"Belt of Bloodied Scars",47444,"Trial of the Crusader H25",Cache,,,,,,
"Belt of Deathly Dominion",47153,"Trial of the Crusader H25",Anub'arak,,,,,,
"Belt of Pale Thorns",47469,"Trial of the Crusader H25",Val'kyr,,,,,,
"Belt of the Forgotten Martyr",47207,"Trial of the Crusader H25",Anub'arak,,,,,,
"Belt of the Ice Burrower",46991,"Trial of the Crusader H25",Icehowl,,,,,,
"Belt of the Tenebrous Mist",47419,"Trial of the Crusader H25",Icehowl,,,,,,
"Bindings of Dark Essence",47143,"Trial of the Crusader H25",Val'kyr,,,,,,
"Bindings of the Ashen Saint",47485,"Trial of the Crusader H25",Anub'arak,,,,,,
"Bindings of the Autumn Willow",47438,"Trial of the Crusader H25",Jaraxxus,,,,,,
"Blade of Tarasque",46980,"Trial of the Crusader H25",Icehowl,,,,,,
"Blood Fury",47427,"Trial of the Crusader H25",Jaraxxus,,,,,,
"Bloodbath Belt",47002,"Trial of the Crusader H25",Jaraxxus,,,,,,
"Boneshatter Armplates",46967,"Trial of the Crusader H25",Icehowl,,,,,,
"Boots of the Harsh Winter",47423,"Trial of the Crusader H25",Icehowl,,,,,,
"Boots of the Icy Floe",47482,"Trial of the Crusader H25",Anub'arak,,,,,,
"Boots of the Mourning Widow",47097,"Trial of the Crusader H25",Cache,,,,,,
"Boots of Tremoring Earth",47099,"Trial of the Crusader H25",Cache,,,,,,
"Bracers of Dark Determination",47155,"Trial of the Crusader H25",Anub'arak,,,,,,
"Bracers of the Broken Bond",47455,"Trial of the Crusader H25",Cache,,,,,,
"Bracers of the Silent Massacre",47442,"Trial of the Crusader H25",Cache,,,,,,
"Bracers of the Untold Massacre",47074,"Trial of the Crusader H25",Cache,,,,,,
"Breastplate of Cruel Intent",46965,"Trial of the Crusader H25",Icehowl,,,,,,
"Breastplate of the Frozen Lake",47147,"Trial of the Crusader H25",Val'kyr,,,,,,
"Chalice of Searing Light",47146,"Trial of the Crusader H25",Val'kyr,,,,,,
"Charge of the Eredar",47433,"Trial of the Crusader H25",Jaraxxus,,,,,,
"Chestguard of Flowing Elements",47209,"Trial of the Crusader H25",Anub'arak,,,,,,
"Chestplate of the Frostborn Hero",47086,"Trial of the Crusader H25",Cache,,,,,,
"Chestplate of the Frostwolf Hero",47449,"Trial of the Crusader H25",Cache,,,,,,
"Chestplate of the Frozen Lake",47471,"Trial of the Crusader H25",Val'kyr,,,,,,
"Chestplate of the Towering Monstrosity",46968,"Trial of the Crusader H25",Icehowl,,,,,,
"Circle of the Darkmender",47439,"Trial of the Crusader H25",Jaraxxus,,,,,,
"Cloak of Displacement",47095,"Trial of the Crusader H25",Cache,,,,,,
"Cloak of the Untamed Predator",47418,"Trial of the Crusader H25",Icehowl,,,,,,
"Cord of Biting Cold",47084,"Trial of the Crusader H25",Cache,,,,,,
"Cord of Pale Thorns",47145,"Trial of the Crusader H25",Val'kyr,,,,,,
"Cord of the Tenebrous Mist",46973,"Trial of the Crusader H25",Icehowl,,,,,,
"Crusader Orb",47556,"Trial of the Crusader H25",Tokens,,,,,,
"Cry of the Val'kyr",47468,"Trial of the Crusader H25",Val'kyr,,,,,,
"Crystal Plated Vanguard",46964,"Trial of the Crusader H25",Icehowl,,,,,,
"Cuirass of Calamitous Fate",47004,"Trial of the Crusader H25",Jaraxxus,,,,,,
"Dark Essence Bindings",47467,"Trial of the Crusader H25",Val'kyr,,,,,,
"Dawnbreaker Sabatons",47430,"Trial of the Crusader H25",Jaraxxus,,,,,,
"Death's Head Crossbow",47428,"Trial of the Crusader H25",Jaraxxus,,,,,,
"Drape of the Untamed Predator",46971,"Trial of the Crusader H25",Icehowl,,,,,,
"Dual-blade Butcher",47446,"Trial of the Crusader H25",Cache,,,,,,
"Flowing Robes of Ascent",47425,"Trial of the Crusader H25",Icehowl,,,,,,
"Flowing Vestments of Ascent",46993,"Trial of the Crusader H25",Icehowl,,,,,,
"Girdle of Bloodied Scars",47076,"Trial of the Crusader H25",Cache,,,,,,
"Girdle of the Forgotten Martyr",47484,"Trial of the Crusader H25",Anub'arak,,,,,,
"Gloves of Bitter Reprisal",47240,"Trial of the Crusader H25",Anub'arak,,,,,,
"Gloves of the Lifeless Touch",47236,"Trial of the Crusader H25",Anub'arak,,,,,,
"Greaves of the 7th Legion",47154,"Trial of the Crusader H25",Anub'arak,,,,,,
"Greaves of the Saronite Citadel",47473,"Trial of the Crusader H25",Anub'arak,,,,,,
"Handwraps of the Lifeless Touch",47487,"Trial of the Crusader H25",Anub'arak,,,,,,
"Hauberk of the Towering Monstrosity",47415,"Trial of the Crusader H25",Icehowl,,,,,,
"Hellion Glaive",47491,"Trial of the Crusader H25",Anub'arak,,,,,,
"Hellscream Slicer",47475,"Trial of the Crusader H25",Anub'arak,,,,,,
"Icewalker Treads",47445,"Trial of the Crusader H25",Cache,,,,,,
"Juggernaut's Vitality",47451,"Trial of the Crusader H25",Cache,,,,,,
Justicebringer,47078,"Trial of the Crusader H25",Cache,,,,,,
"Leggings of Concealed Hatred",47450,"Trial of the Crusader H25",Cache,,,,,,
"Leggings of Failing Light",47440,"Trial of the Crusader H25",Jaraxxus,,,,,,
"Leggings of the Awakening",47479,"Trial of the Crusader H25",Anub'arak,,,,,,
"Leggings of the Lurking Threat",47480,"Trial of the Crusader H25",Anub'arak,,,,,,
"Legguards of Concealed Hatred",47087,"Trial of the Crusader H25",Cache,,,,,,
"Legplates of Failing Light",47067,"Trial of the Crusader H25",Jaraxxus,,,,,,
"Legplates of Feverish Dedication",47434,"Trial of the Crusader H25",Jaraxxus,,,,,,
"Legwraps of the Awakening",47190,"Trial of the Crusader H25",Anub'arak,,,,,,
"Legwraps of the Broken Beast",47420,"Trial of the Crusader H25",Icehowl,,,,,,
"Lionhead Slasher",47001,"Trial of the Crusader H25",Jaraxxus,,,,,,
"Lurid Manifestation",47489,"Trial of the Crusader H25",Anub'arak,,,,,,
"Maiden's Adoration",47490,"Trial of the Crusader H25",Anub'arak,,,,,,
"Maiden's Favor",47238,"Trial of the Crusader H25",Anub'arak,,,,,,
"Might of the Nerub",47481,"Trial of the Crusader H25",Anub'arak,,,,,,
"Misery's End",47206,"Trial of the Crusader H25",Anub'arak,,,,,,
"Mystifying Charm",47470,"Trial of the Crusader H25",Val'kyr,,,,,,
"Pants of the Soothing Touch",47435,"Trial of the Crusader H25",Jaraxxus,,,,,,
"Pattern: Bejeweled Wizard's Bracers",47654,"Trial of the Crusader H25",Recipes,,,,,,
"Pattern: Black Chitin Bracers",47646,"Trial of the Crusader H25",Recipes,,,,,,
"Pattern: Bracers of Swift Death",47635,"Trial of the Crusader H25",Recipes,,,,,,
"Pattern: Crusader's Dragonscale Bracers",47648,"Trial of the Crusader H25",Recipes,,,,,,
"Pattern: Crusader's Dragonscale Breastplate",47630,"Trial of the Crusader H25",Recipes,,,,,,
"Pattern: Ensorcelled Nerubian Breastplate",47628,"Trial of the Crusader H25",Recipes,,,,,,
"Pattern: Knightbane Carapace",47634,"Trial of the Crusader H25",Recipes,,,,,,
"Pattern: Lunar Eclipse Robes",47632,"Trial of the Crusader H25",Recipes,,,,,,
"Pattern: Merlin's Robe",47638,"Trial of the Crusader H25",Recipes,,,,,,
"Pattern: Moonshadow Armguards",47653,"Trial of the Crusader H25",Recipes,,,,,,
"Pattern: Royal Moonshroud Bracers",47637,"Trial of the Crusader H25",Recipes,,,,,,
"Pattern: Royal Moonshroud Robe",47636,"Trial of the Crusader H25",Recipes,,,,,,
"Plans: Breastplate of the White Knight",47640,"Trial of the Crusader H25",Recipes,,,,,,
"Plans: Saronite Swordbreakers",47641,"Trial of the Crusader H25",Recipes,,,,,,
"Plans: Sunforged Bracers",47627,"Trial of the Crusader H25",Recipes,,,,,,
"Plans: Sunforged Breastplate",47643,"Trial of the Crusader H25",Recipes,,,,,,
"Plans: Titanium Spikeguards",47645,"Trial of the Crusader H25",Recipes,,,,,,
"Pride of the Demon Lord",47436,"Trial of the Crusader H25",Jaraxxus,,,,,,
"Pride of the Eredar",47063,"Trial of the Crusader H25",Jaraxxus,,,,,,
"Reign of the Dead",47477,"Trial of the Crusader H25",Anub'arak,,,,,,
"Reign of the Unliving",47188,"Trial of the Crusader H25",Anub'arak,,,,,,
"Ring of Callous Aggression",47075,"Trial of the Crusader H25",Cache,,,,,,
"Ring of the Violent Temperament",47413,"Trial of the Crusader H25",Icehowl,,,,,,
"Robes of the Shattered Fellowship",47453,"Trial of the Crusader H25",Cache,,,,,,
"Sabatons of Tremoring Earth",47456,"Trial of the Crusader H25",Cache,,,,,,
"Sandals of the Mourning Widow",47454,"Trial of the Crusader H25",Cache,,,,,,
"Satrina's Impeding Scarab",47088,"Trial of the Crusader H25",Cache,,,,,,
"Shroud of Displacement",47452,"Trial of the Crusader H25",Cache,,,,,,
"Signet of the Traitor King",47157,"Trial of the Crusader H25",Anub'arak,,,,,,
"Solace of the Defeated",47059,"Trial of the Crusader H25",Jaraxxus,,,,,,
"Solace of the Fallen",47432,"Trial of the Crusader H25",Jaraxxus,,,,,,
"Stygian Bladebreaker",47416,"Trial of the Crusader H25",Icehowl,,,,,,
"Suffering's End",47483,"Trial of the Crusader H25",Anub'arak,,,,,,
"Symbol of Transgression",47064,"Trial of the Crusader H25",Jaraxxus,,,,,,
"Talisman of Heedless Sins",47437,"Trial of the Crusader H25",Jaraxxus,,,,,,
Talonstrike,46995,"Trial of the Crusader H25",Jaraxxus,,,,,,
"Treads of the Icewalker",47077,"Trial of the Crusader H25",Cache,,,,,,
"Trophy of the Crusade",47242,"Trial of the Crusader H25",Tokens,,,,,,
"Vambraces of the Broken Bond",47098,"Trial of the Crusader H25",Cache,,,,,,
"Vest of Calamitous Fate",47431,"Trial of the Crusader H25",Jaraxxus,,,,,,
"Vestments of the Shattered Fellowship",47096,"Trial of the Crusader H25",Cache,,,,,,
"Wail of the Val'kyr",47144,"Trial of the Crusader H25",Val'kyr,,,,,,
"Armbands of Dark Determination",47313,"Trial of the Crusader N25",Anub'arak,,,,,,
"Band of Callous Aggression",47282,"Trial of the Crusader N25",Cache,,,,,,
"Band of the Traitor King",47315,"Trial of the Crusader N25",Anub'arak,,,,,,
"Barb of Tarasque",47261,"Trial of the Crusader N25",Icehowl,,,,,,
"Bastion of Purity",47079,"Trial of the Crusader N25",Cache,,,,,,
"Bastion of Resolve",47287,"Trial of the Crusader N25",Cache,,,,,,
"Belt of Biting Cold",47286,"Trial of the Crusader N25",Cache,,,,,,
"Belt of Bloodied Scars",47283,"Trial of the Crusader N25",Cache,,,,,,
"Belt of Pale Thorns",47308,"Trial of the Crusader N25",Val'kyr,,,,,,
"Belt of the Tenebrous Mist",47258,"Trial of the Crusader N25",Icehowl,,,,,,
"Binding of the Ice Burrower",47265,"Trial of the Crusader N25",Icehowl,,,,,,
"Bindings of Dark Essence",47141,"Trial of the Crusader N25",Val'kyr,,,,,,
"Bindings of the Ashen Saint",47324,"Trial of the Crusader N25",Anub'arak,,,,,,
"Bindings of the Autumn Willow",47277,"Trial of the Crusader N25",Jaraxxus,,,,,,
"Blood Fury",47266,"Trial of the Crusader N25",Jaraxxus,,,,,,
"Boneshatter Armplates",46961,"Trial of the Crusader N25",Icehowl,,,,,,
"Boneshatter Vambraces",47253,"Trial of the Crusader N25",Icehowl,,,,,,
"Boots of the Courageous",46985,"Trial of the Crusader N25",Icehowl,,,,,,
"Boots of the Harsh Winter",47262,"Trial of the Crusader N25",Icehowl,,,,,,
"Boots of the Icy Floe",47321,"Trial of the Crusader N25",Anub'arak,,,,,,
"Boots of the Mourning Widow",47092,"Trial of the Crusader N25",Cache,,,,,,
"Boots of the Unrelenting Storm",46988,"Trial of the Crusader N25",Icehowl,,,,,,
"Boots of Tremoring Earth",47090,"Trial of the Crusader N25",Cache,,,,,,
"Bracers of Cloudy Omen",47056,"Trial of the Crusader N25",Jaraxxus,,,,,,
"Bracers of Dark Determination",47151,"Trial of the Crusader N25",Anub'arak,,,,,,
"Bracers of the Broken Bond",47294,"Trial of the Crusader N25",Cache,,,,,,
"Bracers of the Silent Massacre",47281,"Trial of the Crusader N25",Cache,,,,,,
"Bracers of the Untold Massacre",47073,"Trial of the Crusader N25",Cache,,,,,,
"Breastplate of Cruel Intent",46960,"Trial of the Crusader N25",Icehowl,,,,,,
"Breastplate of the Frozen Lake",47142,"Trial of the Crusader N25",Val'kyr,,,,,,
"Breeches of the Deepening Void",47317,"Trial of the Crusader N25",Anub'arak,,,,,,
"Chalice of Searing Light",47138,"Trial of the Crusader N25",Val'kyr,,,,,,
"Charge of the Eredar",47272,"Trial of the Crusader N25",Jaraxxus,,,,,,
"Chestguard of Flowing Elements",47204,"Trial of the Crusader N25",Anub'arak,,,,,,
"Chestplate of the Frostborn Hero",47082,"Trial of the Crusader N25",Cache,,,,,,
"Chestplate of the Frostwolf Hero",47288,"Trial of the Crusader N25",Cache,,,,,,
"Chestplate of the Frozen Lake",47310,"Trial of the Crusader N25",Val'kyr,,,,,,
"Chestplate of the Towering Monstrosity",46962,"Trial of the Crusader N25",Icehowl,,,,,,
"Circle of the Darkmender",47278,"Trial of the Crusader N25",Jaraxxus,,,,,,
"Cloak of Displacement",47089,"Trial of the Crusader N25",Cache,,,,,,
"Cord of Biting Cold",47081,"Trial of the Crusader N25",Cache,,,,,,
"Cord of Pale Thorns",47140,"Trial of the Crusader N25",Val'kyr,,,,,,
"Cord of the Tenebrous Mist",46972,"Trial of the Crusader N25",Icehowl,,,,,,
"Crusader Orb",47556,"Trial of the Crusader N25",Tokens,,,,,,
"Cry of the Val'kyr",47307,"Trial of the Crusader N25",Val'kyr,,,,,,
"Cuirass of Cruel Intent",47251,"Trial of the Crusader N25",Icehowl,,,,,,
"Dark Essence Bindings",47306,"Trial of the Crusader N25",Val'kyr,,,,,,
"Dawnbreaker Greaves",46997,"Trial of the Crusader N25",Jaraxxus,,,,,,
"Dawnbreaker Sabatons",47269,"Trial of the Crusader N25",Jaraxxus,,,,,,
"Death's Head Crossbow",47267,"Trial of the Crusader N25",Jaraxxus,,,,,,
"Drape of the Refreshing Winds",47256,"Trial of the Crusader N25",Icehowl,,,,,,
"Drape of the Untamed Predator",46970,"Trial of the Crusader N25",Icehowl,,,,,,
"Dual-blade Butcher",47285,"Trial of the Crusader N25",Cache,,,,,,
"Emblem of Triumph",47241,"Trial of the Crusader N25",Val'kyr,,,,,,
"Forlorn Barrier",47260,"Trial of the Crusader N25",Icehowl,,,,,,
"Gauntlets of Bitter Reprisal",47330,"Trial of the Crusader N25",Anub'arak,,,,,,
"Girdle of Bloodied Scars",47072,"Trial of the Crusader N25",Cache,,,,,,
"Girdle of the Forgotten Martyr",47323,"Trial of the Crusader N25",Anub'arak,,,,,,
"Gloves of the Lifeless Touch",47235,"Trial of the Crusader N25",Anub'arak,,,,,,
"Greaves of the Saronite Citadel",47312,"Trial of the Crusader N25",Anub'arak,,,,,,
"Handwraps of the Lifeless Touch",47326,"Trial of the Crusader N25",Anub'arak,,,,,,
"Hauberk of the Towering Monstrosity",47254,"Trial of the Crusader N25",Icehowl,,,,,,
"Hellion Glaive",47329,"Trial of the Crusader N25",Anub'arak,,,,,,
"Hellscream Slicer",47314,"Trial of the Crusader N25",Anub'arak,,,,,,
"Icewalker Treads",47284,"Trial of the Crusader N25",Cache,,,,,,
"Juggernaut's Vitality",47290,"Trial of the Crusader N25",Cache,,,,,,
Justicebringer,47069,"Trial of the Crusader N25",Cache,,,,,,
"Leggings of Concealed Hatred",47289,"Trial of the Crusader N25",Cache,,,,,,
"Leggings of Failing Light",47279,"Trial of the Crusader N25",Jaraxxus,,,,,,
"Leggings of the Awakening",47318,"Trial of the Crusader N25",Anub'arak,,,,,,
"Leggings of the Broken Beast",46974,"Trial of the Crusader N25",Icehowl,,,,,,
"Leggings of the Deepening Void",47187,"Trial of the Crusader N25",Anub'arak,,,,,,
"Leggings of the Lurking Threat",47319,"Trial of the Crusader N25",Anub'arak,,,,,,
"Leggings of the Soothing Touch",47051,"Trial of the Crusader N25",Jaraxxus,,,,,,
"Legguards of Concealed Hatred",47083,"Trial of the Crusader N25",Cache,,,,,,
"Legguards of Feverish Dedication",47052,"Trial of the Crusader N25",Jaraxxus,,,,,,
"Legplates of Failing Light",47057,"Trial of the Crusader N25",Jaraxxus,,,,,,
"Legplates of Feverish Dedication",47273,"Trial of the Crusader N25",Jaraxxus,,,,,,
"Lionhead Slasher",46996,"Trial of the Crusader N25",Jaraxxus,,,,,,
"Lurid Manifestation",47327,"Trial of the Crusader N25",Anub'arak,,,,,,
"Maiden's Adoration",47328,"Trial of the Crusader N25",Anub'arak,,,,,,
"Misery's End",47193,"Trial of the Crusader N25",Anub'arak,,,,,,
"Mystifying Charm",47309,"Trial of the Crusader N25",Val'kyr,,,,,,
"Pants of the Soothing Touch",47274,"Trial of the Crusader N25",Jaraxxus,,,,,,
"Pattern: Bejeweled Wizard's Bracers",47639,"Trial of the Crusader N25",Recipes,,,,,,
"Pattern: Black Chitin Bracers",47646,"Trial of the Crusader N25",Recipes,,,,,,
"Pattern: Bracers of Swift Death",47635,"Trial of the Crusader N25",Recipes,,,,,,
"Pattern: Crusader's Dragonscale Bracers",47648,"Trial of the Crusader N25",Recipes,,,,,,
"Pattern: Crusader's Dragonscale Breastplate",47630,"Trial of the Crusader N25",Recipes,,,,,,
"Pattern: Ensorcelled Nerubian Breastplate",47628,"Trial of the Crusader N25",Recipes,,,,,,
"Pattern: Knightbane Carapace",47651,"Trial of the Crusader N25",Recipes,,,,,,
"Pattern: Lunar Eclipse Robes",47632,"Trial of the Crusader N25",Recipes,,,,,,
"Pattern: Merlin's Robe",47655,"Trial of the Crusader N25",Recipes,,,,,,
"Pattern: Moonshadow Armguards",47653,"Trial of the Crusader N25",Recipes,,,,,,
"Pattern: Royal Moonshroud Bracers",47637,"Trial of the Crusader N25",Recipes,,,,,,
"Pattern: Royal Moonshroud Robe",47657,"Trial of the Crusader N25",Recipes,,,,,,
"Plans: Breastplate of the White Knight",47640,"Trial of the Crusader N25",Recipes,,,,,,
"Plans: Saronite Swordbreakers",47641,"Trial of the Crusader N25",Recipes,,,,,,
"Plans: Sunforged Bracers",47627,"Trial of the Crusader N25",Recipes,,,,,,
"Plans: Sunforged Breastplate",47643,"Trial of the Crusader N25",Recipes,,,,,,
"Plans: Titanium Razorplate",47644,"Trial of the Crusader N25",Recipes,,,,,,
"Plans: Titanium Spikeguards",47645,"Trial of the Crusader N25",Recipes,,,,,,
"Pride of the Demon Lord",47275,"Trial of the Crusader N25",Jaraxxus,,,,,,
"Pride of the Eredar",47042,"Trial of the Crusader N25",Jaraxxus,,,,,,
"Reign of the Dead",47316,"Trial of the Crusader N25",Anub'arak,,,,,,
"Ring of Callous Aggression",47070,"Trial of the Crusader N25",Cache,,,,,,
"Ring of the Violent Temperament",47252,"Trial of the Crusader N25",Icehowl,,,,,,
"Robes of the Shattered Fellowship",47292,"Trial of the Crusader N25",Cache,,,,,,
"Sabatons of the Courageous",47263,"Trial of the Crusader N25",Icehowl,,,,,,
"Sabatons of Tremoring Earth",47295,"Trial of the Crusader N25",Cache,,,,,,
"Sandals of the Mourning Widow",47293,"Trial of the Crusader N25",Cache,,,,,,
"Satrina's Impeding Scarab",47080,"Trial of the Crusader N25",Cache,,,,,,
"Shawl of the Refreshing Winds",46976,"Trial of the Crusader N25",Icehowl,,,,,,
"Shroud of Displacement",47291,"Trial of the Crusader N25",Cache,,,,,,
"Solace of the Defeated",47041,"Trial of the Crusader N25",Jaraxxus,,,,,,
"Solace of the Fallen",47271,"Trial of the Crusader N25",Jaraxxus,,,,,,
"Stormpike Cleaver",47148,"Trial of the Crusader N25",Anub'arak,,,,,,
"Stygian Bladebreaker",47255,"Trial of the Crusader N25",Icehowl,,,,,,
"Suffering's End",47322,"Trial of the Crusader N25",Anub'arak,,,,,,
"Symbol of Transgression",47053,"Trial of the Crusader N25",Jaraxxus,,,,,,
"Talisman of Heedless Sins",47276,"Trial of the Crusader N25",Jaraxxus,,,,,,
Talonstrike,46994,"Trial of the Crusader N25",Jaraxxus,,,,,,
"Treads of the Icewalker",47071,"Trial of the Crusader N25",Cache,,,,,,
"Trophy of the Crusade",47242,"Trial of the Crusader N25",Tokens,,,,,,
"Vambraces of the Broken Bond",47093,"Trial of the Crusader N25",Cache,,,,,,
"Vest of Calamitous Fate",47270,"Trial of the Crusader N25",Jaraxxus,,,,,,
"Vestments of the Shattered Fellowship",47094,"Trial of the Crusader N25",Cache,,,,,,
"Wail of the Val'kyr",47139,"Trial of the Crusader N25",Val'kyr,,,,,,
"Waistguard of Deathly Dominion",47311,"Trial of the Crusader N25",Anub'arak,,,,,,
"Wristwraps of Cloudy Omen",47280,"Trial of the Crusader N25",Jaraxxus,,,,,,
"Amice of the Stoic Watch",45440,"Ulduar N25",Auriaya,,,,,,
"Ancient Iron Heaume",45226,"Ulduar N25",Assembly,,,,,,
"Armbands of Bedlam",45663,"Ulduar N25",Mimiron,,,,,,
"Asimov's Drape",45493,"Ulduar N25",Mimiron,,,,,,
"Belt of Clinging Hope",45505,"Ulduar N25",Vezax,,,,,,
"Belt of Colossal Rage",45241,"Ulduar N25",Assembly,,,,,,
"Belt of the Betrayed",45467,"Ulduar N25",Thorim,,,,,,
"Belt of the Darkspeaker",45508,"Ulduar N25",Vezax,,,,,,
"Belt of the Fallen Wyrm",45151,"Ulduar N25",Razorscale,,,,,,
"Belt of the Sleeper",45548,"Ulduar N25",Trash,,,,,,
"Bladebearer's Signet",45540,"Ulduar N25",Trash,,,,,,
Bladetwister,45484,"Ulduar N25",Freya,,,,,,
"Blood of the Old God",45522,"Ulduar N25",Yogg-Saron,,,,,,
"Boots of Fiery Resolution",45135,"Ulduar N25",Leviathan,,,,,,
"Boots of Hasty Revival",45260,"Ulduar N25",XT-002,,,,,,
"Boots of the Forgotten Depths",45513,"Ulduar N25",Vezax,,,,,,
"Boots of the Servant",45483,"Ulduar N25",Freya,,,,,,
"Boots of the Underdweller",45501,"Ulduar N25",Vezax,,,,,,
"Boundless Gaze",45610,"Ulduar N25",Algalon,,,,,,
"Bracers of the Broodmother",45149,"Ulduar N25",Razorscale,,,,,,
"Bracers of Unleashed Magic",45275,"Ulduar N25",Kologarn,,,,,,
"Brass-lined Boots",45249,"Ulduar N25",XT-002,,,,,,
"Breastplate of the Devoted",45445,"Ulduar N25",XT-002,,,,,,
"Bronze Pendant of the Vanir",45485,"Ulduar N25",Freya,,,,,,
"Bulwark of Algalon",45587,"Ulduar N25",Algalon,,,,,,
"Charm of Meticulous Timing",45443,"Ulduar N25",XT-002,,,,,,
"Charred Saronite Greaves",45166,"Ulduar N25",Ignis,,,,,,
"Chestguard of Insidious Intent",45524,"Ulduar N25",Yogg-Saron,,,,,,
"Chestguard of the Fallen God",45531,"Ulduar N25",Yogg-Saron,,,,,,
"Cindershard Ring",45157,"Ulduar N25",Ignis,,,,,,
"Cloak of the Makers",45319,"Ulduar N25",Auriaya,,,,,,
"Clockwork Legplates",45248,"Ulduar N25",XT-002,,,,,,
"Collar of the Wyrmhunter",45150,"Ulduar N25",Razorscale,,,,,,
"Comet's Trail",45609,"Ulduar N25",Algalon,,,,,,
"Conductive Seal",45495,"Ulduar N25",Mimiron,,,,,,
Constellus,45612,"Ulduar N25",Algalon,,,,,,
"Constructor's Handwraps",45117,"Ulduar N25",Leviathan,,,,,,
Cosmos,45617,"Ulduar N25",Algalon,,,,,,
"Cowl of Dark Whispers",45532,"Ulduar N25",Yogg-Saron,,,,,,
